 815:	127
 691:	921
 692:	4794
 126:	14257
 252:	14631
 127:	16988
 253:	22315
 189:	31015
 315:	53789
 939:	57070
 190:	80917
 191:	99423
 192:	100334
  63:	117371
  64:	123286
  65:	124759
 567:	142925
 568:	145215
  66:	163980
 378:	171471
  67:	193983
 569:	260041
 254:	277712
 877:	1053229
 193:	1067983
 878:	1225595
 879:	1226815
 880:	1260389
 194:	1265707
 316:	1266340
 317:	1266782
 441:	7176803
  68:	9525952
 504:	13129176
 195:	19930060
 196:	19930708
 197:	20022578
 198:	20048597
 199:	20051609
 200:	20324890
 318:	32376332
 505:	35649196
 128:	36049967
 129:	36053103
 130:	36055194
 131:	39915553
 132:	40506337
 319:	47878942
 320:	47934197
 321:	47939508
 322:	47941081
   0:	52506269
   1:	52518860
   2:	52535120
   3:	52536644
   4:	52539411
   5:	52547552
 323:	52906245
 324:	52923879
 325:	52924447
 326:	52927909
 327:	53550621
 328:	53551447
 329:	53570883
 330:	53571867
   6:	63608723
   7:	63619668
   8:	63623809
   9:	63625541
  10:	63629070
  11:	63725628
  12:	63737870
  13:	63745040
  14:	63752113
  15:	64491113
  16:	64494348
  17:	71782158
  18:	71783156
  19:	71783442
  20:	72112800
  21:	72712326
  22:	72712622
 133:	74445888
 134:	74448926
 135:	74453973
 136:	75036746
 137:	112534562
 138:	112539634
 139:	112823485
 140:	112825877
 141:	112942151
 142:	112944538
 143:	113363755
 144:	113520437
 145:	113522296
 629:	235580372
 630:	235580765
 631:	235582646
 632:	235587250
 633:	240887033
 634:	240892165
 816:	264436721
 817:	264438043
  23:	295866501
  24:	295877219
 635:	314612619
 636:	317552033
 637:	318198531
 638:	318225345
 639:	318227323
 640:	318270233
 641:	318303019
 642:	318309581
 643:	319443650
 644:	343255411
 645:	362836996
 646:	362919053
 647:	363003215
 648:	369958043
 649:	370067450
 650:	370251838
  25:	387481742
  26:	387481959
 651:	391750368
 652:	391753835
 653:	398389917
 654:	398397399
 655:	398787057
 656:	399245868
 657:	399252352
 658:	400299401
 659:	400302289
 660:	400310380
 661:	400316648
 662:	400320761
 663:	400322600
  27:	511953832
  28:	512297713
  29:	512301621
  30:	514692349
  31:	514696242
  32:	514699919
  33:	514756396
  34:	514759563
  35:	516651366
  36:	516656781
  37:	516661924
  38:	516666291
  39:	517567272
 664:	575852473
 665:	580123031
 666:	701512865
 667:	701513806
 818:	854257024
  69:	1025123590
 379:	1075788998
 380:	1075792814
 381:	1075794490
 382:	1075796166
 383:	1075900013
 384:	1138174164
 385:	1138315302
 386:	1138326612
 387:	1138329446
 388:	1144586070
 389:	1145452080
 390:	1145471339
 391:	1145479929
 146:	1386314749
 147:	1386367643
 148:	1411605870
 149:	1411613228
 819:	1465352789
 668:	1506037856
 669:	1506038952
 670:	1506043785
 671:	1506051392
 672:	1506157683
 673:	1506161855
 674:	1506164081
 150:	1528558025
 151:	1528617837
 152:	1528619371
 153:	1535541057
 154:	1535560862
 155:	1536327069
 156:	1536329517
 157:	1536564768
 442:	1565027318
 443:	1565031051
 444:	1565035940
 158:	1568777997
 159:	1576600371
 160:	1576606494
 445:	1585562821
 446:	1585566740
 331:	1745672743
 332:	1745675547
 333:	1745724326
 334:	1745986678
 335:	1746159836
 336:	1746176508
 447:	1763131512
 448:	1763136004
 449:	1763137434
 337:	1773756937
 338:	1773757427
 339:	1773766951
 450:	1777159167
 451:	1777164354
 340:	1779987788
 341:	1779987960
 342:	1779989331
 343:	1780457494
 344:	1784654213
 345:	1784666548
 346:	1785454596
 347:	1785456935
 452:	1943045899
 453:	1943412654
 820:	2001720851
 348:	2241588363
 349:	2241591986
 350:	2241602653
 351:	2241604378
 352:	2242273160
 353:	2248539090
 354:	2249067121
 355:	2249069791
 392:	2418593178
 821:	2475371268
 822:	2502723062
 393:	2565648389
 394:	2565683908
 395:	2581210913
 396:	2581214712
 397:	2612271635
 398:	2612691566
 399:	2612695056
 400:	2612697590
 401:	2616616439
 402:	2734048983
 403:	2736251978
 255:	3357368545
 256:	3357373265
 257:	3357410484
 258:	3362082001
  70:	3858551575
  71:	3858554565
  72:	3858873243
  73:	3858875164
  74:	3859779455
  75:	3867101222
  76:	3867525131
 675:	4323895475
 676:	4323900940
 677:	4371005980
 678:	4371012112
 679:	4559369643
 680:	4559377033
 681:	4561974985
 682:	4563545238
 683:	5252623119
 684:	5259729171
 685:	5259842860
 686:	5259843902
 687:	5259856151
 688:	5269619233
 689:	5270494445
 690:	5270602844
 940:	10264248436
 941:	10264248888
 942:	10264412358
 943:	10284948686
 944:	10463508768
 945:	10463519333
 946:	10463558519
 947:	10465855478
 948:	10465857583
 949:	10469368343
 950:	10469377770
 951:	10469966114
 952:	10469972846
 953:	10469974886
 954:	10469983933
 823:	11023635996
 824:	11023636615
 825:	11023659392
 826:	11035501752
 827:	11041473141
 828:	11041476072
 829:	11041500024
 830:	11319117013
 831:	11319153556
 832:	11510791445
 833:	11510791852
 834:	11511870173
 835:	11513575835
 836:	11516384814
 837:	11518622054
 838:	11518622285
 839:	11550523876
 840:	11552751028
 841:	11552800646
 842:	11554883508
 843:	11554896622
 844:	12279422519
 845:	12279910600
  40:	18868678017
  41:	18868678319
  42:	18871919227
  43:	19768318209
  44:	19768491465
  45:	19771634218
  46:	19771634436
 356:	24570139789
 357:	24570142164
 358:	24570163521
 359:	24570163668
 360:	24570175660
 361:	24575290313
 362:	24575294770
 363:	24576303398
 364:	24587700533
 365:	24587704610
 366:	24588476854
 367:	24588479578
 368:	24613227770
 369:	24613228162
 370:	24672095469
 371:	24811799822
 372:	24813986898
 373:	24818682789
 374:	24819322642
 375:	24819326776
 376:	24819571204
 377:	24819575077
 846:	29780893042
 847:	29780893808
 848:	29780896045
 849:	29781954935
 850:	29781966159
 851:	29784645121
 852:	29784653091
 853:	29784659270
 854:	29864701554
 855:	29864748884
 856:	29864749834
 857:	29864752056
 858:	34583918072
 859:	34593057509
 860:	34593090515
 861:	34594106317
 862:	34594107012
 863:	34594508468
 864:	34955206776
 865:	34955208710
 866:	34955209523
 867:	34955209895
 868:	34955225228
 869:	34955243432
 881:	34999785421
 882:	34999785711
 883:	34999906007
 884:	34999950557
 885:	34999950869
 886:	35127790298
 887:	35127880619
 888:	35128217538
 889:	35128239256
 890:	35201979631
 891:	35201982506
 892:	35201983288
 893:	35201983736
 894:	35202000979
 895:	35202002911
 896:	35210201640
 870:	35325113961
 871:	35330431766
 872:	35361248564
 873:	35366923811
 874:	36352207050
 875:	36352207357
 876:	36352209917
 897:	36563446206
 898:	36565234047
 899:	36565263056
 900:	36677945695
 901:	36677946255
 902:	36678681844
 903:	36678687087
 904:	36756503670
 905:	37652108016
 693:	105376500056
 694:	105376520243
 695:	105376664063
 696:	105376665153
 697:	105377892970
 698:	105379474814
 699:	105379486011
 700:	105390633518
 701:	107929722879
 702:	107929723348
 703:	108226487352
 704:	108229664360
 705:	108229682068
 706:	108269312210
 707:	108273192200
 708:	108273232288
 709:	108273237467
 710:	108273355875
 711:	108273360885
 712:	108273365417
 713:	108290966505
 714:	108291505177
 715:	108292185074
 716:	108292187351
 201:	139858934438
 202:	139859001492
 203:	139882957186
 204:	139882977744
 205:	139882977857
 206:	140957284165
 207:	140957285356
 208:	140957329540
 209:	140957654373
 210:	140957655064
 211:	140957711401
 212:	140957711659
 213:	140961333470
 214:	140961334004
 215:	140961483957
 216:	140967282814
 217:	148674360884
 218:	148674537588
 219:	148674537891
 220:	148675255548
 221:	148691000748
 222:	148691051489
 223:	148691051705
 224:	148691057922
 225:	148891654263
 226:	148891686481
 227:	148927446662
 228:	148927697871
 229:	148927771184
 230:	148978726072
 231:	149464043803
 232:	149464048883
 233:	149760147416
 234:	149789361117
 235:	149789575253
 236:	149789608830
 237:	149789608945
 238:	149789610092
 239:	149791676521
 404:	179846159057
 405:	179848328389
 406:	179848328670
 407:	179848329084
 408:	179916787635
 409:	179917099685
 410:	179917103090
 411:	179917103284
 412:	179917107327
 413:	180178737904
 414:	180178761412
 415:	180178812006
 416:	180179034150
 417:	180712340000
 418:	180712340555
 419:	180713516486
 420:	180713540377
 421:	180785596072
 422:	180785596592
 423:	180785602758
 424:	180786484940
 425:	180786485516
 426:	180786652589
 427:	180786652724
 428:	180797296337
 429:	180797912568
  47:	190695239656
  48:	190695314200
  49:	190699652186
  50:	190699660873
  51:	190763734836
  52:	190763735390
  53:	190814267795
  54:	190828792771
  55:	190828840680
  56:	190829471955
  57:	190829657063
  58:	190838682929
  59:	190838691181
  60:	190838753118
  61:	190838753650
  62:	190838753934
 717:	192456165048
 718:	192456222677
 719:	192456229136
 720:	192459287940
 721:	192466111230
 722:	192467678785
 723:	192477141600
 724:	192477148068
 725:	192477148297
 726:	192482457670
 727:	192482463664
 728:	192482622865
 729:	192482630273
430:	197444820685
 431:	197444822205
 432:	197444961273
 433:	197445030797
 434:	197445031846
 435:	197445680564
 436:	197445697070
 437:	197449006566
 438:	197451978645
 439:	197452000970
 440:	197452003563
 240:	200647046826
 241:	200647049128
 242:	200647049968
 243:	200647708377
 244:	201528538314
 245:	201556571653
 246:	201556572946
 247:	201556753806
 248:	201556777019
 249:	201560882095
 250:	201560890476
 251:	201562671818
 730:	232380797851
 731:	232397350708
 732:	232517518181
 733:	232518586749
 734:	232518587362
 735:	232518670882
 736:	232518672392
 737:	232518672488
 738:	232519016291
 739:	232519021433
 570:	249617123897
 571:	249617281516
 572:	249617282496
 573:	249617314177
 574:	249714286989
 740:	252216123008
 741:	252216210366
 742:	252216217301
 743:	252283662802
 906:	336478040444
 907:	336549272971
 908:	336549279493
 909:	336594103626
 910:	336594246396
 911:	336594252162
 912:	336594252461
 913:	336594898189
 914:	336594918551
 915:	336594919089
 916:	336594992036
 917:	336598802140
 918:	336598805567
 919:	336598806229
 920:	336641872812
 921:	336642443664
 922:	336642445111
 923:	336642445194
 924:	336643311181
 925:	336652876493
 926:	340669340323
 927:	340670245843
 928:	340670297668
 929:	340670300805
 930:	340686021858
 931:	340686022241
 932:	340686027862
 933:	340686028896
 934:	340686195519
 935:	354461033320
 936:	354461996907
 937:	354462377468
 938:	355087436529

